order_item_id,order_id,product_id,quantity,unit_price,subtotal
155,50,68,4,215.8,863.2
156,50,34,2,21.57,43.14
157,51,153,5,254.5,1272.5
158,51,14,3,152.25,456.75
159,51,199,5,169.54,847.7
160,52,182,3,162.35,487.05
161,53,134,5,56.21,281.05
162,53,18,5,165.73,828.65
163,54,90,2,266.18,532.36
164,55,85,2,285.58,571.16
165,55,93,5,163.83,819.15
166,55,76,5,248.86,1244.3
167,56,30,3,139.23,417.69
168,57,160,4,275.61,1102.44
169,57,63,1,121.89,121.89
170,57,11,5,219.94,1099.7
171,57,175,1,274.28,274.28
172,57,83,3,159.14,477.42
173,58,115,2,102.88,205.76
174,58,125,1,284.97,284.97
175,58,12,2,291.76,583.52
176,58,76,5,164.62,823.1
177,58,167,1,71.12,71.12
178,59,176,1,69.61,69.61
179,59,109,4,197.49,789.96
180,60,192,2,16.88,33.76
181,61,10,1,61.61,61.61
182,61,23,3,171.83,515.49
183,61,19,5,248.26,1241.3
184,62,105,4,135.57,542.28
185,62,100,1,122.95,122.95
186,62,116,1,165.09,165.09
187,63,17,1,113.72,113.72
188,63,194,5,40.77,203.85
189,63,191,3,185.89,557.67
190,63,150,3,231.92,695.76
191,63,12,4,120.6,482.4
192,64,122,2,164.7,329.4
193,65,192,5,95.53,477.65
194,65,101,2,96.43,192.86
195,66,3,2,45.73,91.46
196,66,142,1,176.08,176.08
197,66,143,4,165.76,663.04
198,67,79,2,227.0,454.0
199,68,55,5,51.3,256.5
200,68,106,2,74.02,148.04
201,68,166,3,66.34,199.02
202,69,172,1,256.89,256.89
203,69,146,5,143.76,718.8
204,70,19,1,67.24,67.24
205,70,75,5,151.28,756.4
206,70,172,3,113.56,340.68
207,70,18,2,39.0,78.0
208,70,65,5,30.23,151.15
209,71,82,4,105.21,420.84
210,71,125,3,211.09,633.27
211,72,145,3,244.22,732.66
212,72,146,4,58.9,235.6
213,73,64,4,90.23,360.92
214,73,57,3,48.94,146.82
215,73,183,3,264.58,793.74
216,74,115,4,169.97,679.88
217,74,92,2,197.2,394.4
218,74,199,1,254.11,254.11
219,74,79,2,268.47,536.94
220,75,68,1,220.94,220.94
221,75,188,1,256.37,256.37
222,76,149,5,127.48,637.4
223,77,55,5,146.9,734.5
224,77,10,2,116.08,232.16
225,77,142,2,268.51,537.02
226,77,67,5,222.63,1113.15
227,77,140,3,48.82,146.46
228,78,131,1,202.17,202.17
229,78,24,5,208.4,1042.0
230,78,102,5,50.7,253.5
231,78,94,2,61.94,123.88
232,78,129,5,201.22,1006.1
233,79,189,4,282.35,1129.4
234,79,188,1,73.45,73.45
235,80,60,2,22.4,44.8
236,80,17,2,160.18,320.36
237,80,68,3,122.54,367.62
238,80,95,4,265.64,1062.56
239,81,167,3,39.93,119.79
240,82,163,5,175.34,876.7
241,82,71,4,199.56,798.24
242,82,190,3,180.42,541.26
243,82,68,1,159.82,159.82
244,82,149,4,292.07,1168.28
245,83,133,3,246.99,740.97
246,83,104,3,151.18,453.54
247,84,155,4,58.02,232.08
248,84,2,1,159.21,159.21
249,84,129,3,71.33,213.99
250,84,36,2,55.62,111.24
251,85,184,3,218.86,656.58
252,85,31,4,205.81,823.24
253,85,170,4,71.09,284.36
254,85,59,2,197.7,395.4
255,85,107,4,16.5,66.0
256,86,33,5,181.77,908.85
257,87,162,1,268.32,268.32
258,87,132,2,26.2,52.4
259,88,47,5,291.07,1455.35
260,88,133,1,264.76,264.76
261,88,104,3,284.69,854.07
262,89,115,4,261.51,1046.04
263,89,156,2,73.61,147.22
264,90,154,2,190.72,381.44
265,90,37,5,86.7,433.5
266,90,150,3,277.47,832.41
267,90,197,5,181.26,906.3
268,91,97,2,41.48,82.96
269,91,99,2,161.58,323.16
270,92,176,2,147.99,295.98
271,92,108,5,183.94,919.7
272,92,39,5,155.96,779.8
273,92,156,1,37.02,37.02
274,92,25,2,271.57,543.14
275,93,1,5,131.99,659.95
276,93,199,1,212.31,212.31
277,93,174,4,76.54,306.16
278,93,167,4,238.96,955.84
279,93,111,4,111.64,446.56
280,94,26,2,273.91,547.82
281,94,109,1,92.14,92.14
282,94,35,5,128.5,642.5
283,94,66,2,11.58,23.16
284,94,123,1,177.61,177.61
285,95,134,1,118.75,118.75
286,96,177,4,115.05,460.2
287,96,81,2,133.55,267.1
288,97,65,3,187.44,562.32
289,97,67,4,228.93,915.72
290,97,138,4,170.1,680.4
291,97,109,5,149.91,749.55
292,97,145,3,172.13,516.39
293,98,65,4,223.37,893.48
294,98,79,1,226.86,226.86
295,98,148,4,237.09,948.36
296,98,89,2,39.07,78.14
297,99,103,1,56.6,56.6
298,99,87,1,243.26,243.26
299,99,141,2,146.77,293.54
300,99,158,5,136.25,681.25
301,99,179,1,86.29,86.29
302,100,21,4,279.89,1119.56
303,100,156,4,188.04,752.16
304,100,10,5,93.07,465.35
305,101,15,4,13.1,52.4
306,101,199,5,92.93,464.65
307,101,45,1,237.34,237.34
308,101,164,5,159.58,797.9
309,101,127,2,188.4,376.8
310,102,93,2,199.95,399.9
311,103,23,4,112.4,449.6
312,103,71,4,127.57,510.28
313,104,133,1,276.55,276.55
314,104,4,5,92.49,462.45
315,105,150,5,289.28,1446.4
316,105,90,4,279.61,1118.44
317,105,89,5,11.34,56.7
318,105,71,2,128.06,256.12
319,105,58,1,171.99,171.99
320,106,76,5,245.8,1229.0
321,106,88,5,82.53,412.65
322,106,30,4,290.15,1160.6
323,106,132,5,150.24,751.2
324,106,66,2,229.66,459.32
325,107,175,4,43.71,174.84
326,107,118,1,120.97,120.97
327,107,151,2,206.29,412.58
328,107,8,2,242.04,484.08
329,108,91,3,81.98,245.94
330,108,133,1,125.68,125.68
331,108,138,3,32.04,96.12
332,108,3,2,148.19,296.38
333,109,56,2,284.65,569.3
334,109,147,2,154.7,309.4
335,109,69,2,78.1,156.2
336,110,68,2,68.79,137.58
337,110,53,2,252.53,505.06
338,111,40,1,276.84,276.84
339,111,200,4,188.0,752.0
340,111,28,5,287.81,1439.05
341,112,96,5,261.93,1309.65
342,112,159,4,63.02,252.08
343,112,81,5,91.27,456.35
344,112,127,2,227.54,455.08
345,113,14,4,148.7,594.8
346,113,135,5,19.43,97.15
347,114,101,2,142.58,285.16
348,114,176,1,212.48,212.48
349,114,199,4,101.53,406.12
350,115,4,2,120.02,240.04
351,116,84,3,187.7,563.1
352,117,48,2,88.12,176.24
353,117,141,5,109.49,547.45
354,117,68,2,154.63,309.26
355,118,108,3,115.86,347.58
356,118,180,4,91.08,364.32
357,119,147,5,208.93,1044.65
358,119,34,1,219.03,219.03
359,120,143,4,66.85,267.4
360,120,111,2,147.16,294.32
361,121,46,4,154.87,619.48
362,122,137,3,173.01,519.03
363,122,185,5,23.83,119.15
364,122,81,1,210.25,210.25
365,122,125,1,72.48,72.48
366,122,77,3,148.19,444.57
367,123,116,3,85.32,255.96
368,124,144,3,15.74,47.22
369,124,143,1,111.81,111.81
370,124,66,5,67.69,338.45
371,125,167,3,104.27,312.81
372,125,138,5,151.36,756.8
373,125,45,4,267.98,1071.92
374,125,200,4,187.95,751.8
375,125,73,4,193.19,772.76
376,126,43,3,132.32,396.96
377,126,164,5,175.76,878.8
378,127,21,2,109.64,219.28
379,128,82,3,185.55,556.65
380,128,168,4,88.65,354.6
381,128,75,4,236.47,945.88
382,129,192,4,130.05,520.2
383,129,151,2,257.71,515.42
384,129,134,2,221.04,442.08
385,130,191,1,71.06,71.06
386,130,180,4,39.86,159.44
387,130,192,1,281.66,281.66
388,131,141,4,161.95,647.8
389,131,14,1,40.13,40.13
390,131,7,5,55.02,275.1
391,131,198,4,99.71,398.84
392,132,189,4,191.67,766.68
393,132,73,2,162.75,325.5
394,133,8,3,259.5,778.5
395,133,9,3,260.62,781.86
396,134,139,2,291.16,582.32
397,134,70,5,61.33,306.65
398,134,141,5,142.39,711.95
399,134,114,5,136.13,680.65
400,135,80,1,138.13,138.13
401,135,89,3,129.53,388.59
402,135,124,2,98.03,196.06
403,135,139,1,161.75,161.75
404,135,59,2,109.72,219.44
405,136,137,4,96.88,387.52
406,136,3,4,241.4,965.6
407,136,177,5,77.04,385.2
408,136,126,1,168.97,168.97
409,137,106,4,124.47,497.88
410,137,144,2,217.32,434.64
411,138,97,4,191.33,765.32
412,138,57,5,231.71,1158.55
413,138,68,5,244.19,1220.95
414,138,21,3,92.55,277.65
415,139,69,2,93.97,187.94
416,139,106,4,189.13,756.52
417,139,49,3,213.13,639.39
418,139,18,4,64.45,257.8
419,139,47,1,54.11,54.11
420,140,6,2,217.4,434.8
421,140,48,1,77.51,77.51
422,140,27,2,14.26,28.52
423,140,73,2,109.14,218.28
424,140,69,3,237.85,713.55
425,141,96,3,33.25,99.75
426,141,119,2,26.24,52.48
427,141,179,4,30.69,122.76
428,141,9,4,62.66,250.64
429,142,98,2,121.58,243.16
430,142,4,4,81.67,326.68
431,142,32,1,67.75,67.75
432,143,134,2,147.11,294.22
433,144,83,1,225.96,225.96
434,144,41,5,161.06,805.3
435,144,162,3,149.55,448.65
436,145,51,2,292.24,584.48
437,145,93,2,193.53,387.06
438,145,14,3,14.36,43.08
439,146,150,2,12.58,25.16
440,146,31,1,178.5,178.5
441,146,102,4,209.63,838.52
442,147,96,1,82.12,82.12
443,147,198,4,36.5,146.0
444,148,87,2,213.38,426.76
445,148,195,1,46.48,46.48
446,148,161,2,101.84,203.68
447,148,16,5,238.67,1193.35
448,148,92,3,243.59,730.77
449,149,188,4,113.86,455.44
450,149,50,2,82.69,165.38
451,149,6,1,150.73,150.73
452,149,177,4,172.11,688.44
453,150,179,5,110.81,554.05
454,150,126,4,89.83,359.32
455,150,49,5,275.19,1375.95
456,150,146,5,56.49,282.45
457,150,48,5,54.95,274.75
458,151,68,4,10.2,40.8
459,151,139,5,119.91,599.55
460,151,94,2,266.04,532.08
461,152,94,1,200.89,200.89
462,152,199,5,247.51,1237.55
463,152,159,2,161.97,323.94
464,152,62,4,232.05,928.2
465,152,83,2,187.77,375.54
466,153,105,1,37.9,37.9
467,153,165,1,22.69,22.69
468,153,83,2,61.8,123.6
469,154,52,1,150.75,150.75
470,155,9,5,196.1,980.5
471,156,169,5,84.21,421.05
472,156,126,3,74.0,222.0
473,156,135,1,13.78,13.78
474,156,160,2,200.16,400.32
475,157,120,1,114.66,114.66
476,158,95,3,163.41,490.23
477,158,182,1,251.98,251.98
478,158,15,1,283.93,283.93
479,158,158,5,38.15,190.75
480,159,137,2,65.99,131.98
481,159,99,2,175.3,350.6
482,160,143,5,130.39,651.95
483,160,192,1,232.21,232.21
484,161,92,4,266.01,1064.04
485,161,173,2,239.8,479.6
486,161,118,5,126.44,632.2
487,161,180,3,200.67,602.01
488,161,171,5,299.54,1497.7
489,162,91,3,129.57,388.71
490,162,81,4,249.57,998.28
491,162,141,3,186.43,559.29
492,162,84,5,168.22,841.1
493,163,197,3,288.87,866.61
494,163,141,4,288.34,1153.36
495,163,191,1,220.62,220.62
496,163,66,3,182.76,548.28
497,164,35,2,258.15,516.3
498,164,78,1,233.73,233.73
499,164,2,3,276.53,829.59
500,164,77,5,171.32,856.6
501,164,57,5,54.86,274.3
502,165,118,3,55.26,165.78
503,166,94,2,84.3,168.6
504,166,150,3,36.64,109.92
505,166,64,4,175.02,700.08
506,167,188,3,239.93,719.79
507,167,20,2,151.59,303.18
508,168,25,5,120.64,603.2
509,168,153,1,277.33,277.33
510,168,165,3,110.89,332.67
511,168,77,4,130.78,523.12
512,168,10,1,262.23,262.23
513,169,192,5,279.3,1396.5
514,169,168,4,25.69,102.76
515,170,11,3,155.69,467.07
516,170,82,2,54.42,108.84
517,170,139,4,291.59,1166.36
518,170,145,5,176.81,884.05
519,170,39,1,74.39,74.39
520,171,101,3,33.93,101.79
521,171,38,5,226.13,1130.65
522,171,34,5,125.76,628.8
523,172,103,5,135.99,679.95
524,173,196,4,172.19,688.76
525,173,35,4,124.63,498.52
526,174,51,2,80.26,160.52
527,174,144,3,235.25,705.75
528,174,158,3,208.56,625.68
529,174,189,5,35.97,179.85
530,174,135,4,132.82,531.28
531,175,49,5,200.06,1000.3
532,175,83,3,59.07,177.21
533,175,89,3,188.69,566.07
534,176,160,2,67.9,135.8
535,176,38,3,55.23,165.69
536,176,113,1,42.58,42.58
537,176,12,1,80.47,80.47
538,177,38,1,98.47,98.47
539,177,74,4,16.59,66.36
540,177,4,2,224.59,449.18
541,177,88,2,69.09,138.18
542,177,178,5,227.59,1137.95
543,178,124,1,119.21,119.21
544,178,160,5,22.6,113.0
545,178,187,2,27.42,54.84
546,178,37,2,238.85,477.7
547,178,178,5,88.66,443.3
548,179,168,3,202.25,606.75
549,179,3,3,260.63,781.89
550,179,18,1,94.81,94.81
551,179,100,4,77.03,308.12
552,180,131,4,261.35,1045.4
553,180,182,5,35.52,177.6
554,180,26,2,155.18,310.36
555,180,81,4,172.59,690.36
556,181,11,2,277.45,554.9
557,182,86,2,15.32,30.64
558,182,126,3,113.05,339.15
559,182,101,3,78.49,235.47
560,183,71,1,283.79,283.79
561,183,16,3,75.41,226.23
562,183,161,3,270.17,810.51
563,183,66,2,35.45,70.9
564,183,100,4,161.0,644.0
565,184,161,5,54.29,271.45
566,184,176,3,273.81,821.43
567,184,59,3,140.25,420.75
568,184,107,2,69.95,139.9
569,184,62,2,178.49,356.98
570,185,36,5,273.76,1368.8
571,185,80,4,298.74,1194.96
572,186,168,2,102.06,204.12
573,186,145,5,164.55,822.75
574,187,48,3,253.45,760.35
575,188,187,3,265.23,795.69
576,188,8,4,288.74,1154.96
577,189,114,3,54.06,162.18
578,189,191,2,40.95,81.9
579,189,164,2,17.59,35.18
580,190,158,2,182.93,365.86
581,190,69,2,209.33,418.66
582,190,156,3,33.04,99.12
583,190,146,4,48.88,195.52
584,190,157,5,145.93,729.65
585,191,48,4,49.87,199.48
586,191,100,2,75.61,151.22
587,191,126,4,231.71,926.84
588,192,70,4,74.53,298.12
589,193,194,1,61.34,61.34
590,193,53,4,261.46,1045.84
591,194,177,4,127.4,509.6
592,194,84,1,186.29,186.29
593,194,118,4,218.85,875.4
594,194,64,4,187.33,749.32
595,195,153,1,160.98,160.98
596,195,138,4,142.49,569.96
597,195,135,1,264.55,264.55
598,195,165,2,160.41,320.82
599,195,181,4,295.3,1181.2
600,196,143,4,159.67,638.68
601,197,49,3,137.46,412.38
602,198,199,2,132.5,265.0
603,198,74,5,276.51,1382.55
604,198,119,5,272.06,1360.3
605,199,166,5,42.81,214.05
606,199,116,5,281.96,1409.8
607,199,24,5,49.23,246.15
608,199,185,4,103.79,415.16
609,200,46,4,181.18,724.72
610,201,117,3,103.97,311.91
611,201,24,2,218.32,436.64
612,202,24,1,214.8,214.8
613,203,22,4,220.78,883.12
614,203,135,5,187.49,937.45
615,203,182,2,119.81,239.62
616,204,12,5,262.67,1313.35
617,204,197,2,57.01,114.02
618,204,44,2,61.86,123.72
619,204,86,1,131.67,131.67
620,205,187,3,191.66,574.98
621,205,197,1,270.57,270.57
622,205,115,2,11.01,22.02
623,206,4,4,167.61,670.44
624,206,118,1,186.31,186.31
625,206,128,4,78.97,315.88
626,207,169,1,184.34,184.34
627,207,122,1,80.96,80.96
628,207,117,5,90.64,453.2
629,207,105,5,247.83,1239.15
630,207,114,2,24.18,48.36
631,208,15,3,20.64,61.92
632,208,168,1,203.42,203.42
633,209,77,4,298.17,1192.68
634,209,85,2,204.9,409.8
635,209,23,5,201.66,1008.3
636,209,13,5,175.95,879.75
637,209,28,5,61.44,307.2
638,210,192,1,232.86,232.86
639,210,149,3,116.88,350.64
640,210,93,4,247.87,991.48
641,210,10,4,254.55,1018.2
642,211,75,4,49.01,196.04
643,212,85,5,70.85,354.25
644,212,135,2,187.49,374.98
645,212,106,1,175.69,175.69
646,213,23,3,133.84,401.52
647,213,124,3,85.29,255.87
648,213,186,5,298.55,1492.75
649,213,177,3,278.85,836.55
650,213,155,5,173.15,865.75
651,214,187,5,77.48,387.4
652,214,162,3,293.97,881.91
653,214,128,1,44.27,44.27
654,214,127,4,191.37,765.48
655,214,47,1,223.86,223.86
656,215,158,4,23.18,92.72
657,215,107,3,172.51,517.53
658,216,3,2,210.09,420.18
659,216,164,3,239.15,717.45
660,217,77,3,232.43,697.29
661,217,130,1,208.88,208.88
662,217,141,3,124.84,374.52
663,218,158,3,277.45,832.35
664,218,8,4,275.68,1102.72
665,218,45,1,197.23,197.23
666,218,50,4,55.05,220.2
667,218,85,4,268.69,1074.76
668,219,86,5,96.8,484.0
669,219,119,3,170.99,512.97
670,219,106,1,70.39,70.39
671,219,191,3,241.86,725.58
672,219,15,3,29.19,87.57
673,220,72,3,295.24,885.72
674,220,8,5,254.29,1271.45
675,221,156,3,214.52,643.56
676,221,100,3,215.84,647.52
677,221,48,3,130.01,390.03
678,221,153,4,264.33,1057.32
679,221,30,3,141.04,423.12
680,222,56,2,42.54,85.08
681,222,135,1,235.55,235.55
682,222,78,1,138.68,138.68
683,223,124,5,54.67,273.35
684,224,124,3,234.89,704.67
685,224,188,2,233.14,466.28
686,224,135,1,248.41,248.41
687,225,174,4,122.39,489.56
688,225,34,5,43.58,217.9
689,225,53,3,280.37,841.11
690,225,186,5,262.83,1314.15
691,225,10,3,145.38,436.14
692,226,27,5,232.18,1160.9
693,227,6,3,195.26,585.78
694,227,148,2,103.05,206.1
695,227,195,2,93.09,186.18
696,228,82,3,53.29,159.87
697,228,198,3,43.18,129.54
698,228,113,5,172.28,861.4
699,228,172,1,69.9,69.9
700,228,31,3,169.31,507.93
701,229,37,5,80.99,404.95
702,229,181,1,100.29,100.29
703,229,73,3,166.76,500.28
704,230,34,1,146.5,146.5
705,231,28,4,25.59,102.36
706,232,101,5,192.54,962.7
707,232,46,4,188.72,754.88
708,232,181,3,106.37,319.11
709,232,153,2,216.73,433.46
710,233,21,2,36.94,73.88
711,233,194,4,38.2,152.8
712,233,196,3,208.49,625.47
713,233,120,4,146.45,585.8
714,233,146,2,51.67,103.34
715,234,67,3,238.74,716.22
716,234,94,3,141.44,424.32
717,234,101,1,28.95,28.95
718,234,47,1,111.91,111.91
719,234,180,4,255.26,1021.04
720,235,197,5,46.93,234.65
721,235,90,1,127.64,127.64
722,235,155,1,104.49,104.49
723,236,78,5,143.67,718.35
724,237,106,2,292.42,584.84
725,237,62,4,29.15,116.6
726,237,159,2,246.03,492.06
727,237,63,5,135.02,675.1
728,237,141,4,174.48,697.92
729,238,140,2,202.15,404.3
730,238,178,1,224.41,224.41
731,238,61,5,252.65,1263.25
732,239,152,5,144.23,721.15
733,240,25,1,183.49,183.49
734,240,114,5,233.68,1168.4
735,240,46,4,104.94,419.76
736,240,79,1,36.24,36.24
737,240,104,2,267.3,534.6
738,241,194,2,201.65,403.3
739,242,137,5,139.67,698.35
740,242,75,2,207.63,415.26
741,242,100,3,96.91,290.73
742,242,158,3,276.36,829.08
743,243,184,1,187.32,187.32
744,243,89,5,127.21,636.05
745,243,23,2,257.22,514.44
746,243,150,1,117.06,117.06
747,244,14,1,259.75,259.75
748,244,1,1,78.21,78.21
749,244,181,5,124.33,621.65
750,244,144,3,216.4,649.2
751,244,92,4,120.64,482.56
752,245,55,2,171.06,342.12
753,245,170,3,253.58,760.74
754,245,45,2,93.65,187.3
755,245,122,2,48.93,97.86
756,245,36,1,198.02,198.02
757,246,185,4,292.73,1170.92
758,246,125,2,34.54,69.08
759,247,117,5,62.13,310.65
760,247,179,5,132.99,664.95
761,247,155,4,121.56,486.24
762,247,109,2,63.87,127.74
763,248,2,5,88.07,440.35
764,248,148,5,177.13,885.65
765,248,128,1,293.68,293.68
766,248,188,5,150.14,750.7
767,248,61,3,42.81,128.43
768,249,177,5,295.23,1476.15
769,249,21,3,144.82,434.46
770,249,37,1,161.76,161.76
771,249,187,5,35.64,178.2
772,250,162,1,208.37,208.37
773,250,190,5,241.44,1207.2
774,250,170,3,187.77,563.31
775,250,172,3,165.15,495.45
776,251,121,4,158.66,634.64
777,252,147,3,288.56,865.68
778,252,188,3,93.86,281.58
779,252,85,1,211.55,211.55
780,252,108,5,227.32,1136.6
781,253,67,2,176.12,352.24
782,253,16,3,244.57,733.71
783,253,162,5,17.91,89.55
784,253,122,4,33.92,135.68
785,253,149,5,32.28,161.4
786,254,65,3,89.8,269.4
787,254,34,3,14.11,42.33
788,254,158,1,185.1,185.1
789,255,190,2,85.75,171.5
790,255,39,2,150.62,301.24
791,255,169,5,259.97,1299.85
792,255,115,3,295.37,886.11
793,255,95,2,182.7,365.4
794,256,127,4,233.4,933.6
795,256,193,2,201.58,403.16
796,257,54,3,25.74,77.22
797,257,148,3,229.08,687.24
798,258,14,2,144.55,289.1
799,259,78,5,77.75,388.75
800,259,122,4,147.62,590.48
801,259,192,2,163.82,327.64
802,259,193,4,13.43,53.72
803,260,98,1,38.23,38.23
804,260,174,5,194.84,974.2
805,260,81,4,187.03,748.12
806,260,136,3,107.13,321.39
807,261,26,5,123.42,617.1
808,261,66,2,222.94,445.88
809,261,168,5,233.43,1167.15
810,262,87,5,13.06,65.3
811,262,174,1,251.18,251.18
812,262,177,1,129.25,129.25
813,262,47,5,40.12,200.6
814,262,81,4,111.93,447.72
815,263,65,1,189.62,189.62
816,263,50,1,282.16,282.16
817,263,9,2,285.63,571.26
818,264,182,1,35.04,35.04
819,265,34,5,242.92,1214.6
820,265,97,2,269.83,539.66
821,265,169,2,83.46,166.92
822,265,196,4,201.53,806.12
823,265,166,1,195.24,195.24
824,266,197,3,84.62,253.86
825,266,110,1,90.4,90.4
826,266,178,1,121.0,121.0
827,267,16,2,137.76,275.52
828,267,67,4,294.02,1176.08
829,267,68,2,186.98,373.96
830,268,166,1,51.71,51.71
831,268,126,4,73.32,293.28
832,269,114,3,39.94,119.82
833,270,19,5,220.98,1104.9
834,271,5,1,280.53,280.53
835,271,128,4,87.26,349.04
836,271,39,3,272.33,816.99
837,271,168,5,11.06,55.3
838,272,123,1,166.63,166.63
839,272,112,1,121.47,121.47
840,272,104,4,45.14,180.56
841,272,187,5,281.15,1405.75
842,273,86,4,26.0,104.0
843,273,175,1,115.94,115.94
844,273,78,3,33.32,99.96
845,274,195,2,61.21,122.42
846,274,197,1,290.57,290.57
847,274,75,2,96.66,193.32
848,274,166,4,269.96,1079.84
849,275,125,4,223.23,892.92
850,275,22,2,20.34,40.68
851,275,162,1,218.71,218.71
852,276,62,3,154.9,464.7
853,276,126,4,290.3,1161.2
854,276,100,1,20.73,20.73
855,276,17,1,107.93,107.93
856,276,139,1,127.59,127.59
857,277,168,5,142.92,714.6
858,277,171,5,53.19,265.95
859,278,60,4,199.6,798.4
860,278,19,4,273.07,1092.28
861,278,10,5,23.27,116.35
862,278,189,2,14.16,28.32
863,278,37,1,272.34,272.34
864,279,117,5,59.49,297.45
865,280,17,5,73.96,369.8
